61,Poliwhirl,65,65,65,50,50,90,3,0,127
62,Poliwrath,90,85,95,70,90,70,3,0,127
63,Abra,20,20,15,105,55,90,3,0,63
64,Kadabra,40,35,30,120,70,105,3,0,63
65,Alakazam,55,50,45,135,85,120,3,0,63
66,Machop,40,80,50,35,35,35,3,0,63
67,Machoke,80,100,70,50,60,45,3,0,63
68,Machamp,90,130,80,65,85,55,3,0,63
69,Bellsprout,50,75,35,70,30,40,3,0,127
70,Weepinbell,65,90,50,85,45,55,3,0,127
71,Victreebel,60,105,65,100,60,70,3,0,127
72,Tentacool,40,40,35,50,100,70,5,0,127
73,Tentacruel,80,70,65,80,120,100,5,0,127
74,Geodude,40,80,100,30,30,20,3,0,127
75,Graveler,55,95,115,45,45,35,3,0,127
76,Golem,80,110,130,55,65,45,3,0,127
77,Ponyta,50,85,55,65,65,90,0,0,127
78,Rapidash,65,100,70,80,80,105,0,0,127
79,Slowpoke,90,65,65,40,40,15,0,0,127
80,Slowbro,95,75,110,100,80,30,0,0,127
81,Magnemite,25,35,70,95,55,45,0,0,255
82,Magneton,50,60,95,120,70,70,0,0,255
83,Farfetch'd,52,65,55,58,62,60,0,0,127
84,Doduo,35,85,45,35,35,75,0,0,127
85,Dodrio,60,110,70,60,60,100,0,0,127
86,Seel,65,45,55,45,70,45,0,0,127
87,Dewgong,90,70,80,70,95,70,0,0,127
88,Grimer,80,80,50,40,50,25,0,0,127
89,Muk,105,105,75,65,100,50,0,0,127
90,Shellder,30,65,100,45,25,40,5,0,127
91,Cloyster,50,95,180,84,45,70,5,0,127
92,Gastly,30,35,30,100,35,80,3,0,127
93,Haunter,45,50,45,115,55,95,3,0,127
94,Gengar,60,65,60,130,75,110,3,0,127
95,Onix,35,45,160,30,45,70,0,0,127
96,Drowzee,60,48,45,43,90,42,0,0,127
97,Hypno,85,73,70,73,115,67,0,0,127
98,Krabby,30,105,90,25,25,50,0,0,127
99,Kingler,40,30,50,55,55,100,0,0,127
100,Voltorb,40,30,50,55,55,100,0,0,255
101,Electrode,60,50,70,80,80,140,0,0,255
102,Exeggcute,60,40,80,60,45,40,5,0,127
103,Exeggutor,95,95,85,125,65,55,5,0,127
104,Cubone,50,50,95,40,50,35,0,0,127
105,Marowak,60,80,110,50,80,45,0,0,127
106,Hitmonlee,50,120,53,35,110,87,0,0,0
107,Hitmonchan,50,105,79,35,110,76,0,0,0
108,Lickitung,90,55,75,60,75,30,0,0,127
109,Koffing,40,65,95,60,45,35,0,0,127
110,Weezing,65,90,120,85,70,50,0,0,127
111,Rhyhorn,80,85,95,30,30,25,5,0,127
112,Rhydon,105,130,120,45,45,40,5,0,127
113,Chansey,250,5,5,35,105,50,4,0,254
114,Tangela,65,55,115,100,40,60,0,0,127
115,Kangaskhan,105,95,80,40,80,90,0,0,254
116,Horsea,30,40,70,70,25,60,0,0,127
117,Seadra,55,65,95,95,45,85,0,0,127
118,Goldeen,45,67,60,35,50,63,0,0,127
119,Seaking,80,92,65,65,80,68,0,0,127
120,Staryu,30,45,55,70,55,85,5,0,255
121,Starmie,60,75,85,100,85,115,5,0,255
122,Mr. Mime,40,45,65,100,120,90,0,0,127
123,Scyther,70,110,80,55,80,105,0,0,127
124,Jynx,65,83,57,95,85,105,0,0,254
125,Electabuzz,65,83,57,95,85,105,0,0,63
126,Magmar,65,95,57,100,85,93,0,0,63
127,Pinsir,65,125,100,55,70,85,5,0,127
128,Tauros,75,100,95,40,70,110,5,0,0
129,Magikarp,20,10,55,15,20,80,5,0,127
130,Gyarados,95,125,79,60,100,81,5,0,127
131,Lapras,130,85,80,85,95,60,5,0,127
132,Ditto,48,48,48,48,48,48,0,0,255
133,Eevee,55,55,50,45,65,55,0,0,31
134,Vaporeon,130,65,60,110,95,65,0,0,31
135,Jolteon,65,65,50,110,95,130,0,0,31
136,Flareon,65,130,60,95,110,65,0,0,31
137,Porygon,65,60,70,85,75,40,0,0,255
138,Omanyte,35,40,100,90,55,35,0,0,31
139,Omastar,70,60,125,115,70,55,0,0,31
140,Kabuto,30,80,90,55,45,55,0,0,31
141,Kabutops,60,115,105,65,70,80,0,0,31
142,Aerodactyl,80,105,65,60,75,130,5,0,31
143,Snorlax,160,110,65,65,110,30,5,0,31
144,Articuno,90,85,100,95,125,85,5,0,255
145,Zapdos,90,90,85,125,90,100,5,0,255
146,Moltres,90,100,90,125,85,90,5,0,255
147,Dratini,41,64,45,50,50,50,5,0,127
148,Dragonair,61,84,65,70,70,70,5,0,127
149,Dragonite,91,124,95,100,100,80,5,0,127
150,Mewtwo,106,110,90,154,90,130,5,0,255
151,Mew,100,100,100,100,100,100,3,0,255
152,Chikorita,45,49,65,49,65,45,3,0,31
153,Bayleef,60,62,80,63,80,60,3,0,31
154,Meganium,80,82,100,83,100,80,3,0,31
155,Cyndaquil,39,52,43,60,50,65,3,0,31
156,Quilava,58,64,58,80,65,80,3,0,31
157,Typhlosion,78,84,78,109,85,100,3,0,31
158,Totodile,50,65,64,44,48,43,3,0,31
159,Croconaw,65,80,80,59,63,58,3,0,31
160,Feraligatr,85,105,100,79,83,78,3,0,31
161,Sentret,35,46,34,35,45,20,0,0,127
162,Furret,85,76,64,45,55,90,0,0,127
163,Hoothoot,60,30,30,36,56,50,0,0,127
164,Noctowl,100,50,50,76,96,70,0,0,127
165,Ledyba,40,20,30,40,80,55,4,0,127
166,Ledian,55,35,50,55,110,85,4,0,127
167,Spinarak,40,60,40,40,40,30,4,0,127
168,Ariados,70,90,70,60,60,40,4,0,127
169,Crobat,85,90,80,70,80,130,0,0,127
170,Chinchou,75,38,38,56,56,67,5,0,127
171,Lanturn,125,58,58,76,76,67,5,0,127
172,Pichu,20,40,15,35,35,60,0,0,127
173,Cleffa,50,25,28,45,55,15,4,0,191
174,Igglybuff,90,30,15,40,20,15,4,0,191
175,Togepi,35,20,65,40,65,20,4,0,31
176,Togetic,55,40,85,80,105,40,4,0,31
177,Natu,40,50,45,70,45,70,0,0,127
178,Xatu,65,75,70,95,70,95,0,0,127
179,Mareep,55,40,40,65,45,35,3,0,127
180,Flaaffy,90,75,75,115,90,55,3,0,127
181,Ampharos,75,80,85,90,100,50,3,0,127
182,Bellossom,75,80,85,90,100,50,3,0,127
183,Marill,70,20,50,20,50,40,4,0,127
184,Azumarill,100,50,80,50,80,50,4,0,127
185,Sudowoodo,70,100,115,30,65,30,0,0,127
186,Politoed,90,75,75,90,100,70,3,0,127
187,Hoppip,35,35,40,35,55,50,3,0,127
188,Skiploom,55,45,50,45,65,80,3,0,127
189,Jumpluff,75,55,70,55,85,110,3,0,127
190,Aipom,55,70,55,40,55,85,4,0,127
191,Sunkern,30,30,30,30,30,30,3,0,127
192,Sunflora,75,75,55,105,85,30,3,0,127
193,Yanma,65,65,45,75,45,95,0,0,127
194,Wooper,55,45,45,25,25,15,0,0,127
195,Quagsire,95,85,85,65,65,35,0,0,127
196,Espeon,65,65,60,130,95,110,0,0,31
197,Umbreon,95,65,110,60,130,65,0,0,31
198,Murkrow,60,85,42,85,42,91,3,0,127
199,Slowking,95,75,80,100,110,30,0,0,127
200,Misdreavus,60,60,60,85,85,85,4,0,127
201,Unown,48,72,48,72,48,48,0,0,255
202,Wobbuffet,190,33,58,33,58,33,0,0,127
203,Girafarig,70,80,65,90,65,85,0,0,127
204,Pineco,50,65,90,35,35,15,0,0,127
205,Forretress,75,90,140,60,60,40,0,0,127
206,Dunsparce,100,70,70,65,65,45,0,0,127
207,Gligar,65,75,105,35,65,85,3,0,127
208,Steelix,75,85,200,55,65,30,0,0,127
209,Snubbull,60,80,50,40,40,30,4,0,191
210,Granbull,90,120,75,60,60,45,4,0,191
211,Qwilfish,65,95,75,55,55,85,0,0,127
212,Scizor,70,130,100,55,80,65,0,0,127
213,Shuckle,20,10,230,10,230,5,3,0,127
214,Heracross,80,125,75,40,95,85,5,0,127
215,Sneasel,55,95,44,35,75,115,3,0,127
216,Teddiursa,60,80,50,50,50,40,0,0,127
217,Ursaring,90,130,75,75,75,55,0,0,127
218,Slugma,40,40,40,70,40,20,0,0,127
219,Magcargo,50,50,120,80,80,30,0,0,127
220,Swinub,50,50,40,30,30,50,5,0,127
221,Piloswine,100,100,80,60,60,50,5,0,127
222,Corsola,55,55,85,65,85,35,4,0,191
223,Remoraid,35,65,35,65,35,65,0,0,127
224,Octillery,75,105,75,105,75,45,0,0,127
225,Delibird,45,55,45,65,45,75,4,0,127
226,Mantine,65,40,70,80,140,70,5,0,127
227,Skarmory,65,80,140,40,70,70,5,0,127
228,Houndour,45,60,30,80,50,65,5,0,127
229,Houndoom,75,90,50,110,80,95,5,0,127
230,Kingdra,75,95,95,95,95,85,0,0,127
231,Phanpy,90,60,60,40,40,40,0,0,127
232,Donphan,90,120,120,60,60,50,0,0,127
233,Porygon2,85,80,90,105,95,60,0,0,255
234,Stantler,73,95,62,85,65,85,5,0,127
235,Smeargle,55,30,35,20,45,75,4,0,127
236,Tyrogue,35,35,35,35,35,35,0,0,0
237,Hitmontop,50,95,95,35,110,70,0,0,0
238,Smoochum,45,30,15,85,65,65,0,0,254
239,Elekid,45,63,37,65,55,95,0,0,63
240,Magby,45,75,37,70,55,83,0,0,63
241,Miltank,95,80,105,40,70,100,5,0,254
242,Blissey,255,10,10,75,135,55,4,0,254
243,Raikou,90,85,75,115,100,115,5,0,255
244,Entei,115,115,85,90,75,100,5,0,255
245,Suicune,100,75,115,90,115,85,5,0,255
246,Larvitar,50,64,50,45,50,41,5,0,127
247,Pupitar,70,84,70,65,70,51,5,0,127
248,Tyranitar,100,134,110,95,100,61,5,0,127
249,Lugia,106,90,130,90,154,110,5,0,255
250,Ho-Oh,106,130,90,110,154,90,5,0,255
251,Celebi,100,100,100,100,100,100,3,0,255
252,Treecko,40,45,35,65,55,70,3,0,31
253,Grovyle,50,65,45,85,65,95,3,0,31
254,Sceptile,70,85,65,105,85,120,3,0,31
255,Torchic,45,60,40,70,50,45,3,0,31
256,Combusken,60,85,60,85,60,55,3,0,31
257,Blaziken,80,120,70,110,70,80,3,0,31
258,Mudkip,50,70,50,50,50,40,3,0,31
259,Marshtomp,70,85,70,60,70,50,3,0,31
260,Swampert,100,110,90,85,90,60,3,0,31
261,Poochyena,35,55,35,30,30,35,0,0,127
262,Mightyena,70,90,70,60,60,70,0,0,127
263,Zigzagoon,38,30,41,30,41,60,0,0,127
264,Linoone,78,70,61,50,61,100,0,0,127
265,Wurmple,45,45,35,20,30,20,0,0,127
266,Silcoon,50,35,55,35,35,15,0,0,127
267,Beautifly,60,70,50,90,50,65,0,0,127
268,Cascoon,50,35,55,25,25,15,0,0,127
269,Dustox,60,50,70,50,90,65,0,0,127
270,Lotad,40,30,30,40,50,30,3,0,127
271,Lombre,60,50,50,60,70,50,3,0,127
272,Ludicolo,80,70,70,90,100,70,3,0,127
273,Seedot,40,40,50,30,30,30,3,0,127
274,Nuzleaf,70,70,40,60,40,60,3,0,127
275,Shiftry,90,100,60,90,60,80,3,0,127
276,Taillow,40,55,30,30,30,85,3,0,127
277,Swellow,60,85,60,50,50,125,3,0,127
278,Wingull,40,30,30,55,30,85,0,0,127
279,Pelipper,60,50,100,85,70,65,0,0,127
280,Ralts,28,25,25,45,35,40,5,0,127
281,Kirlia,38,35,35,65,55,50,5,0,127
282,Gardevoir,68,65,65,125,115,80,5,0,127
283,Surskit,40,30,32,50,52,65,0,0,127
284,Masquerain,70,60,62,80,82,60,0,0,127
285,Shroomish,60,40,60,40,50,35,2,0,127
286,Breloom,60,130,80,60,60,70,2,0,127
287,Slakoth,60,60,60,35,35,30,5,0,127
288,Vigoroth,80,80,80,55,55,90,5,0,127
289,Slaking,150,160,100,95,69,100,5,0,127
290,Nincada,31,45,90,30,30,45,1,0,127
291,Ninjask,61,90,45,5,50,160,1,0,127
292,Shedinja,1,90,45,50,50,40,1,0,255
293,Whismur,64,51,23,51,23,28,3,0,127
294,Loudred,84,71,43,71,43,48,3,0,127
295,Exploud,104,91,63,91,63,68,3,0,127
296,Makuhita,72,60,30,20,30,25,2,0,63
297,Hariyama,144,120,60,40,60,50,2,0,63
298,Azurill,50,20,40,20,40,20,4,0,191
299,Nosepass,30,45,135,45,90,30,0,0,127
300,Skitty,50,45,45,35,35,50,4,0,191
301,Delcatty,70,65,65,55,55,70,4,0,191
302,Sableye,50,75,75,65,65,50,3,0,127
303,Mawile,50,85,85,55,55,50,4,0,127
304,Aron,50,70,100,40,40,30,5,0,127
305,Lairon,60,90,140,50,50,40,5,0,127
306,Aggron,70,110,180,60,60,50,5,0,127
307,Meditite,30,40,55,40,55,60,0,0,127
308,Medicham,60,60,75,60,75,80,0,0,127
309,Electrike,40,45,40,65,40,65,5,0,127
310,Manectric,70,75,60,105,60,105,5,0,127
311,Plusle,60,50,40,85,75,95,0,0,127
312,Minun,60,40,50,75,85,95,0,0,127
313,Volbeat,65,73,55,47,75,85,1,0,0
314,Illumise,65,47,55,73,75,85,2,0,254
315,Roselia,50,60,45,100,80,65,3,0,127
316,Gulpin,70,43,53,43,53,40,2,0,127
317,Swalot,100,73,83,73,83,55,2,0,127
318,Carvanha,45,90,20,65,20,65,5,0,127
319,Sharpedo,70,120,40,95,40,95,5,0,127
320,Wailmer,130,70,35,70,35,60,2,0,127
321,Wailord,170,90,45,90,45,60,2,0,127
322,Numel,60,60,40,65,45,35,0,0,127
323,Camerupt,70,100,70,105,75,40,0,0,127
324,Torkoal,70,85,140,85,70,20,0,0,127
325,Spoink,60,25,35,70,80,60,4,0,127
326,Grumpig,80,45,65,90,110,80,4,0,127
327,Spinda,60,60,60,60,60,60,4,0,127
328,Trapinch,45,100,45,45,45,10,3,0,127
329,Vibrava,50,70,50,50,50,70,3,0,127
330,Flygon,80,100,80,80,80,100,3,0,127
331,Cacnea,50,85,40,85,40,35,3,0,127
332,Cacturne,70,115,60,115,60,55,3,0,127
333,Swablu,45,40,60,40,75,50,1,0,127
334,Altaria,75,70,90,70,105,80,1,0,127
335,Zangoose,73,115,60,60,60,90,1,0,127
336,Seviper,73,100,60,100,60,65,2,0,127
337,Lunatone,70,55,65,95,85,70,4,0,255
338,Solrock,70,95,85,55,65,70,4,0,255
339,Barboach,50,48,43,46,41,60,0,0,127
340,Whiscash,110,78,73,76,71,60,0,0,127
341,Corphish,43,80,65,50,35,35,2,0,127
342,Crawdaunt,63,120,85,90,55,55,2,0,127
343,Baltoy,40,40,55,40,70,55,0,0,255
344,Claydol,60,70,105,70,120,75,0,0,255
345,Lileep,66,41,77,61,87,23,1,0,31
346,Cradily,86,81,97,81,107,43,1,0,31
347,Anorith,45,95,50,40,50,75,1,0,31
348,Armaldo,75,125,100,70,80,45,1,0,31
349,Feebas,20,15,20,10,55,80,1,0,127
350,Milotic,95,60,79,100,125,81,1,0,127
351,Castform,70,70,70,70,70,70,0,0,127
352,Kecleon,60,90,70,60,120,40,3,0,127
353,Shuppet,44,75,35,63,33,45,4,0,127
354,Banette,64,115,65,83,63,65,4,0,127
355,Duskull,20,40,90,30,90,25,4,0,127
356,Dusclops,40,70,130,60,130,25,4,0,127
357,Tropius,99,68,83,72,87,51,5,0,127
358,Chimecho,65,50,70,95,80,65,4,0,127
359,Absol,65,130,60,75,60,75,3,0,127
360,Wynaut,95,23,48,23,48,23,0,0,127
361,Snorunt,50,50,50,50,50,50,0,0,127
362,Glalie,80,80,80,80,80,80,0,0,127
363,Spheal,70,40,50,55,50,25,3,0,127
364,Sealeo,90,60,70,75,70,25,3,0,127
365,Walrein,110,80,90,95,90,65,3,0,127
366,Clamperl,35,64,85,74,55,32,1,0,127
367,Huntail,55,104,105,94,75,52,1,0,127
368,Gorebyss,55,84,105,114,75,52,1,0,127
369,Relicanth,100,90,130,45,65,55,5,0,31
370,Luvdisc,43,30,55,40,65,55,1,0,191
371,Bagon,45,75,60,40,30,50,5,0,127
372,Shelgon,65,95,100,60,50,50,5,0,127
373,Salamence,90,135,80,110,80,100,5,0,127
374,Beldum,40,55,80,35,60,30,5,0,255
375,Metang,60,75,100,55,80,50,5,0,255
376,Metagross,80,135,130,95,90,70,5,0,255
377,Regirock,80,100,200,50,100,50,5,0,255
378,Regice,80,50,100,100,200,50,5,0,255
379,Registeel,80,75,150,75,150,50,5,0,255
380,Latias,80,80,90,110,130,110,5,0,254
381,Latios,80,90,80,130,110,110,5,0,0
382,Kyogre,100,100,90,150,140,90,5,0,255
383,Groudon,100,150,140,100,90,90,5,0,255
384,Rayquaza,105,150,90,150,90,95,5,0,255
385,Jirachi,100,100,100,100,100,100,5,0,255
386,Deoxys,50,140,50,150,50,150,5,0,255
386,Deoxys,50,180,20,180,20,150,5,8,255
386,Deoxys,50,70,160,70,160,90,5,16,255
386,Deoxys,60,95,90,95,90,180,5,24,255
387,Turtwig,55,68,54,45,55,31,3,0,31
388,Grotle,75,89,85,55,65,36,3,0,31
389,Torterra,95,109,105,75,85,56,3,0,31
390,Chimchar,44,58,44,58,44,61,3,0,31
391,Monferno,64,78,52,78,52,81,3,0,31
392,Infernape,76,104,71,104,71,108,3,0,31
393,Piplup,53,51,53,61,56,40,3,0,31
394,Prinplup,64,66,68,81,76,50,3,0,31
395,Empoleon,84,86,88,111,101,60,3,0,31
396,Starly,40,55,30,30,30,60,3,0,127
397,Staravia,55,75,50,40,30,80,3,0,127
398,Staraptor,85,120,70,50,50,100,3,0,127
399,Bidoof,59,45,40,35,40,31,0,0,127
400,Bibarel,79,85,60,55,60,71,0,0,127
401,Kricketot,37,25,41,25,41,25,3,0,127
402,Kricketune,77,85,51,55,51,65,3,0,127
403,Shinx,45,65,34,40,34,45,3,0,127
404,Luxio,60,85,49,60,49,60,3,0,127
405,Luxray,80,120,79,95,79,70,3,0,127
406,Budew,40,30,35,50,70,55,3,0,127
407,Roserade,60,70,55,125,105,90,3,0,127
408,Cranidos,67,125,40,30,30,58,1,0,31
409,Rampardos,97,165,60,65,50,58,1,0,31
410,Shieldon,30,42,118,42,88,30,1,0,31
411,Bastiodon,60,52,168,47,138,30,1,0,31
412,Burmy,40,29,45,29,45,36,0,0,127
413,Wormadam,60,59,85,79,105,36,0,0,254
413,Wormadam,60,79,105,59,85,36,0,8,254
413,Wormadam,60,69,95,69,95,36,0,16,254
414,Mothim,70,94,50,94,50,66,0,0,0
415,Combee,30,30,42,30,42,70,3,0,31
416,Vespiquen,70,80,102,80,102,40,3,0,254
417,Pachirisu,60,45,70,45,90,95,0,0,127
418,Buizel,55,65,35,60,30,85,0,0,127
419,Floatzel,85,105,55,85,50,115,0,0,127
420,Cherubi,45,35,45,62,53,35,0,0,127
421,Cherrim,70,60,70,87,78,85,0,0,127
422,Shellos,76,48,48,57,62,34,0,0,127
422,Shellos,76,48,48,57,62,34,0,1,127
422,Shellos,76,48,48,57,62,34,0,8,127
423,Gastrodon,111,83,68,92,82,39,0,0,127
423,Gastrodon,111,83,68,92,82,39,0,1,127
423,Gastrodon,111,83,68,92,82,39,0,8,127
424,Ambipom,75,100,66,60,66,115,4,0,127
425,Drifloon,90,50,34,60,44,70,2,0,127
426,Drifblim,150,80,44,90,54,80,2,0,127
427,Buneary,55,66,44,44,56,85,0,0,127
428,Lopunny,65,76,84,54,96,105,0,0,127
429,Mismagius,60,60,60,105,105,105,4,0,127
430,Honchkrow,100,125,52,105,52,71,3,0,127
431,Glameow,49,55,42,42,37,85,4,0,191
432,Purugly,71,82,64,64,59,112,4,0,191
433,Chingling,45,30,50,65,50,45,4,0,127
434,Stunky,63,63,47,41,41,74,0,0,127
435,Skuntank,103,93,67,71,61,84,0,0,127
436,Bronzor,57,24,86,24,86,23,0,0,255
437,Bronzong,67,89,116,79,116,33,0,0,255
438,Bonsly,50,80,95,10,45,10,0,0,127
439,Mime Jr.,20,25,45,70,90,60,0,0,127
440,Happiny,100,5,5,15,65,30,4,0,254
441,Chatot,76,65,45,92,42,91,3,0,127
442,Spiritomb,50,92,108,92,108,35,0,0,127
443,Gible,58,70,45,40,45,42,5,0,127
444,Gabite,68,90,65,50,55,82,5,0,127
445,Garchomp,108,130,95,80,85,102,5,0,127
446,Munchlax,135,85,40,40,85,5,5,0,31
447,Riolu,40,70,40,35,40,60,3,0,31
448,Lucario,70,110,70,115,70,90,3,0,31
449,Hippopotas,68,72,78,38,42,32,5,0,127
450,Hippowdon,108,112,118,68,72,47,5,0,127
451,Skorupi,40,50,90,30,55,65,5,0,127
452,Drapion,70,90,110,60,75,95,5,0,127
453,Croagunk,48,61,40,61,40,50,0,0,127
454,Toxicroak,83,106,65,86,65,85,0,0,127
455,Carnivine,74,100,72,90,72,46,5,0,127
456,Finneon,49,49,56,49,61,66,1,0,127
457,Lumineon,69,69,76,69,86,91,1,0,127
458,Mantyke,45,20,50,60,120,50,5,0,127
459,Snover,60,62,50,62,60,40,5,0,127
460,Abomasnow,90,92,75,92,85,60,5,0,127
461,Weavile,70,120,65,45,85,125,3,0,127
462,Magnezone,70,70,115,130,90,60,0,0,255
463,Lickilicky,110,85,95,80,95,50,0,0,127
464,Rhyperior,115,140,130,55,55,40,5,0,127
465,Tangrowth,100,100,125,110,50,50,0,0,127
466,Electivire,73,123,67,95,85,95,0,0,63
467,Magmortar,75,95,67,125,95,83,0,0,63
468,Togekiss,85,50,95,120,115,80,4,0,31
469,Yanmega,86,76,86,116,56,95,0,0,127
470,Leafeon,65,110,130,60,65,95,0,0,31
471,Glaceon,65,60,110,130,95,65,0,0,31
472,Gliscor,75,95,125,45,75,95,3,0,127
473,Mamoswine,110,130,80,70,60,80,5,0,127
474,Porygon-Z,85,80,70,135,75,90,0,0,255
475,Gallade,68,125,65,65,115,80,5,0,0
476,Probopass,60,55,145,75,150,40,0,0,127
477,Dusknoir,45,100,135,65,135,45,4,0,127
478,Froslass,70,80,70,80,70,110,0,0,254
479,Rotom,50,50,77,95,77,91,0,0,255
479,Rotom,50,65,107,105,107,86,0,8,255
479,Rotom,50,65,107,105,107,86,0,16,255
479,Rotom,50,65,107,105,107,86,0,24,255
479,Rotom,50,65,107,105,107,86,0,32,255
479,Rotom,50,65,107,105,107,86,0,40,255
480,Uxie,75,75,130,75,130,95,5,0,255
481,Mesprit,80,105,105,105,105,80,5,0,255
482,Azelf,75,125,70,125,70,115,5,0,255
483,Dialga,100,120,120,150,100,90,5,0,255
484,Palkia,90,120,100,150,120,100,5,0,255
485,Heatran,91,90,106,130,106,77,5,0,127
486,Regigigas,110,160,110,80,110,100,5,0,255
487,Giratina,150,100,120,100,120,90,5,0,255
487,Giratina,150,120,100,120,100,90,5,8,255
488,Cresselia,120,70,120,75,120,85,5,0,254
489,Phione,80,80,80,80,80,80,5,0,255
490,Manaphy,100,100,100,100,100,100,5,0,255
491,Darkrai,70,90,90,135,90,125,5,0,255
492,Shaymin,100,100,100,100,100,100,3,0,255
492,Shaymin,100,103,75,120,75,127,3,8,255
493,Arceus,120,120,120,120,120,120,5,0,255
